Year,Player,G,MP,Pos,TRB,AST,STL,BLK,PTS,TS%,3PAr,FTr,WS,OBPM,DBPM,VORP,DraftYear,DraftPick,ALL_STAR
2009,Kevin Love,81,25.3,C,9.1,1.0,0.4,0.6,11.1,0.538,0.028,0.488,5.3,0.4,-1.6,0.4,2008,5,1
2009,Danilo Gallinari,28,14.7,SG,2.0,0.5,0.5,0.1,6.1,0.621,0.576,0.216,1.0,0.5,0.1,0.3,2008,6,0
2009,Eric Gordon,78,34.3,SG,2.6,2.8,1.0,0.4,16.1,0.593,0.374,0.388,4.6,0.6,-1.0,1.0,2008,7,0
2009,Joe Alexander,59,12.1,SF,1.9,0.7,0.3,0.5,4.7,0.494,0.188,0.339,0.4,-3.4,-0.1,-0.3,2008,8,0
2009,D.J. Augustin,72,26.5,PG,1.8,3.5,0.6,0.0,11.8,0.587,0.396,0.375,5.1,1.4,-0.5,1.4,2008,9,0
2009,Brook Lopez,82,30.5,C,8.1,1.0,0.5,1.8,13.0,0.568,0.002,0.257,5.8,-0.3,-0.3,0.9,2008,10,1
2009,Jerryd Bayless,53,12.4,PG,1.1,1.5,0.3,0.0,4.3,0.487,0.143,0.545,0.3,-4.3,-0.7,-0.5,2008,11,0
2009,Jason Thompson,82,28.1,PF,7.4,1.1,0.6,0.7,11.1,0.54,0.011,0.399,2.7,-2.0,-2.2,-1.3,2008,12,0
2009,Brandon Rush,75,24.0,SG,3.1,0.9,0.5,0.5,8.1,0.505,0.363,0.115,0.9,-2.1,-0.7,-0.3,2008,13,0
2009,Anthony Randolph,63,17.9,PF,5.8,0.8,0.7,1.2,7.9,0.506,0.009,0.327,1.6,-1.5,-0.8,-0.1,2008,14,0
2011,Blake Griffin,82,38.0,PF,12.1,3.8,0.8,0.5,22.5,0.549,0.017,0.505,9.8,3.0,-0.3,3.6,2010,1,1
2010,Hasheem Thabeet,68,13.0,C,3.6,0.2,0.2,1.3,3.1,0.605,0.0,0.71,2.0,-3.2,1.9,0.2,2009,2,0
2010,James Harden,76,22.9,SG,3.2,1.8,1.1,0.3,9.9,0.551,0.429,0.415,4.5,-0.7,1.2,1.1,2009,3,1
2010,Tyreke Evans,72,37.2,SG,5.3,5.8,1.5,0.4,20.1,0.529,0.121,0.399,5.4,1.3,0.0,2.2,2009,4,0
2012,Ricky Rubio,41,34.2,PG,4.2,8.2,2.2,0.2,10.6,0.476,0.242,0.404,2.0,-0.4,1.4,1.1,2011,5,0
2010,Jonny Flynn,81,28.9,PG,2.4,4.4,1.0,0.0,13.5,0.511,0.226,0.284,0.1,-0.8,-2.1,-0.5,2009,6,0
2010,Stephen Curry,80,36.2,PG,4.5,5.9,1.9,0.2,17.5,0.568,0.332,0.175,4.7,1.1,-0.5,2.0,2009,7,1
2010,Jordan Hill,47,13.3,PF,3.7,0.4,0.3,0.4,5.2,0.528,0.01,0.338,1.4,-2.1,-1.4,-0.2,2009,8,0
2010,DeMar DeRozan,77,21.6,SG,2.9,0.7,0.6,0.2,8.6,0.554,0.031,0.379,2.3,-1.5,-1.3,-0.3,2009,9,1
2010,Brandon Jennings,82,32.6,PG,3.4,5.7,1.3,0.2,15.5,0.475,0.319,0.225,4.2,0.5,0.2,1.8,2009,10,0
2010,Terrence Williams,78,22.6,SF,4.5,2.9,0.6,0.1,8.4,0.459,0.154,0.221,-0.3,-2.0,-0.8,-0.4,2009,11,0
2010,Gerald Henderson,43,8.3,SG,1.3,0.3,0.2,0.2,2.6,0.453,0.183,0.452,0.4,-3.1,0.5,0.0,2009,12,0
2010,Tyler Hansbrough,29,17.6,PF,4.8,1.0,0.6,0.3,8.5,0.448,0.018,0.502,0.7,-2.2,-1.2,-0.2,2009,13,0
2010,Earl Clark,51,7.5,PF,1.2,0.4,0.1,0.3,2.7,0.42,0.033,0.238,-0.3,-3.9,-1.6,-0.3,2009,14,0
2011,John Wall,69,37.8,PG,4.6,8.3,1.8,0.5,16.4,0.494,0.118,0.404,2.2,0.0,-0.8,0.8,2010,1,1
2011,Evan Turner,78,23.0,SG,3.9,2.0,0.6,0.2,7.2,0.484,0.083,0.236,2.3,-2.6,0.4,-0.1,2010,2,0
2011,Derrick Favors,78,19.7,PF,5.3,0.5,0.4,0.9,6.8,0.542,0.0,0.416,2.9,-2.6,-0.6,-0.5,2010,3,0
2011,Wesley Johnson,79,26.2,SG,3.0,1.9,0.7,0.7,9.0,0.491,0.424,0.135,1.3,-1.3,-0.4,0.2,2010,4,0
2011,DeMarcus Cousins,81,28.5,C,8.6,2.5,1.0,0.8,14.1,0.484,0.018,0.4,1.1,-2.7,0.1,-0.4,2010,5,1
2011,Ekpe Udoh,58,17.8,C,3.1,0.7,0.4,1.5,4.1,0.472,0.0,0.288,0.7,-4.4,0.6,-0.5,2010,6,0
2011,Greg Monroe,80,27.8,C,7.5,1.3,1.2,0.6,9.4,0.575,0.002,0.424,6.6,0.9,-0.5,1.4,2010,7,0
2011,Al-Farouq Aminu,81,17.9,SF,3.3,0.7,0.7,0.3,5.6,0.499,0.352,0.293,0.7,-2.7,-0.1,-0.3,2010,8,0
2011,Gordon Hayward,72,16.9,SF,1.9,1.1,0.4,0.3,5.4,0.578,0.253,0.331,1.2,-1.2,-1.1,-0.1,2010,9,1
2011,Paul George,61,20.7,SG,3.7,1.1,1.0,0.4,7.8,0.542,0.349,0.256,2.4,-1.6,1.4,0.6,2010,10,1
2011,Cole Aldrich,18,7.9,C,1.9,0.2,0.3,0.4,1.0,0.537,0.0,0.267,0.2,-5.6,1.6,-0.1,2010,11,0
2011,Xavier Henry,38,13.9,SG,1.0,0.5,0.3,0.1,4.3,0.451,0.106,0.325,0.2,-4.5,-0.8,-0.4,2010,12,0
2011,Ed Davis,65,24.6,PF,7.1,0.6,0.6,1.0,7.7,0.583,0.0,0.343,4.0,-0.2,-0.8,0.4,2010,13,0
2011,Patrick Patterson,52,16.7,PF,3.8,0.8,0.3,0.7,6.3,0.574,0.007,0.157,2.4,0.4,-0.1,0.5,2010,14,0
2012,Kyrie Irving,51,30.5,PG,3.7,5.4,1.1,0.4,18.5,0.566,0.245,0.262,4.1,4.6,-0.5,2.4,2011,1,1
2012,Derrick Williams,66,21.5,PF,4.7,0.6,0.5,0.5,8.8,0.499,0.277,0.392,1.8,-1.4,-0.7,0.0,2011,2,0
2012,Enes Kanter,66,13.2,C,4.2,0.1,0.3,0.3,4.6,0.539,0.004,0.445,1.7,-1.2,-1.7,-0.2,2011,3,0
2012,Tristan Thompson,60,23.7,PF,6.5,0.5,0.5,1.0,8.2,0.469,0.005,0.434,1.1,-2.4,-2.3,-1.0,2011,4,0
2013,Jonas Valančiūnas,62,23.9,C,6.0,0.7,0.3,1.3,8.9,0.619,0.0,0.505,3.9,-1.1,0.0,0.3,2012,5,0
2012,Jan Veselý,57,18.9,PF,4.4,0.8,0.7,0.6,4.7,0.544,0.005,0.284,1.7,-3.0,0.4,-0.2,2011,6,0
2012,Bismack Biyombo,63,23.1,C,5.8,0.4,0.3,1.8,5.2,0.48,0.0,0.514,0.6,-4.5,-0.2,-1.0,2011,7,0
2012,Brandon Knight,66,32.3,PG,3.2,3.8,0.7,0.2,12.8,0.511,0.359,0.178,1.3,-0.9,-1.7,-0.3,2011,8,0
2012,Kemba Walker,66,27.2,PG,3.5,4.4,0.9,0.3,12.1,0.464,0.295,0.278,0.3,0.7,-1.4,0.6,2011,9,1
2012,Jimmer Fredette,61,18.6,PG,1.2,1.8,0.5,0.0,7.6,0.495,0.484,0.108,0.3,-0.9,-2.5,-0.4,2011,10,0
2012,Klay Thompson,66,24.4,SG,2.4,2.0,0.7,0.3,12.5,0.545,0.373,0.127,1.7,0.3,-1.7,0.2,2011,11,1
2012,Alec Burks,59,15.9,SG,2.2,0.9,0.5,0.1,7.2,0.506,0.126,0.401,1.5,-0.6,-1.4,0.0,2011,12,0
2012,Markieff Morris,63,19.5,PF,4.4,1.0,0.7,0.7,7.4,0.484,0.284,0.243,1.5,-2.6,0.5,0.0,2011,13,0
2012,Marcus Morris,17,7.4,PF,0.9,0.2,0.1,0.1,2.4,0.348,0.315,0.148,-0.2,-6.6,-2.7,-0.2,2011,14,0
2013,Anthony Davis,64,28.8,PF,8.2,1.0,1.2,1.8,13.5,0.559,0.009,0.333,6.1,1.8,0.7,2.1,2012,1,1
2013,Michael Kidd-Gilchrist,78,26.0,SF,5.8,1.5,0.7,0.9,9.0,0.506,0.015,0.305,2.1,-1.6,-0.9,-0.3,2012,2,0
2013,Bradley Beal,56,31.2,SG,3.8,2.4,0.9,0.5,13.9,0.515,0.344,0.231,3.0,0.0,0.2,1.0,2012,3,1
2013,Dion Waiters,61,28.8,SG,2.4,3.0,1.0,0.3,14.7,0.492,0.249,0.261,0.9,-0.4,-1.8,-0.1,2012,4,0
2013,Thomas Robinson,70,15.1,PF,4.5,0.7,0.6,0.4,4.8,0.451,0.003,0.34,-0.1,-3.8,-1.5,-0.9,2012,5,0
2013,Damian Lillard,82,38.6,PG,3.1,6.5,0.9,0.2,19.0,0.546,0.391,0.249,5.8,2.1,-1.9,1.8,2012,6,1
2013,Harrison Barnes,81,25.4,SF,4.1,1.2,0.6,0.2,9.2,0.526,0.231,0.303,2.8,-1.6,-0.1,0.1,2012,7,0
2013,Terrence Ross,73,17.0,SG,2.0,0.7,0.6,0.2,6.4,0.491,0.429,0.092,0.9,-1.7,-0.7,-0.1,2012,8,0
2013,Andre Drummond,60,20.7,C,7.6,0.5,1.0,1.6,7.9,0.578,0.006,0.465,4.5,1.0,1.5,1.4,2012,9,1
2013,Austin Rivers,61,23.2,SG,1.8,2.1,0.4,0.1,6.2,0.431,0.221,0.277,-1.1,-4.7,-1.6,-1.5,2012,10,0
2013,Meyers Leonard,69,17.5,C,3.7,0.5,0.2,0.6,5.5,0.596,0.025,0.321,2.4,-2.7,-0.6,-0.4,2012,11,0
2013,Jeremy Lamb,23,6.4,SF,0.8,0.2,0.1,0.1,3.1,0.479,0.441,0.206,0.2,-2.7,-2.7,-0.1,2012,12,0
2013,Kendall Marshall,48,14.6,PG,0.9,3.0,0.5,0.1,3.0,0.455,0.483,0.093,-0.2,-3.5,-1.7,-0.6,2012,13,0
2013,John Henson,63,13.1,PF,4.7,0.5,0.3,0.7,6.0,0.497,0.009,0.313,1.9,-0.7,-1.0,0.1,2012,14,0
2014,Anthony Bennett,52,12.8,PF,3.0,0.3,0.4,0.2,4.2,0.425,0.236,0.307,-0.4,-6.0,-1.3,-0.9,2013,1,0
2014,Victor Oladipo,80,31.1,PG,4.1,4.1,1.6,0.5,13.8,0.514,0.241,0.34,1.3,-1.9,0.4,0.3,2013,2,1
2014,Otto Porter,37,8.6,SF,1.5,0.3,0.2,0.0,2.1,0.405,0.231,0.132,0.0,-4.9,-1.3,-0.3,2013,3,0
2014,Cody Zeller,82,17.3,C,4.3,1.1,0.5,0.5,6.0,0.498,0.002,0.495,2.6,-2.9,0.9,0.0,2013,4,0
2014,Alex Len,42,8.6,C,2.4,0.1,0.1,0.4,2.0,0.469,0.0,0.397,0.2,-5.9,-0.7,-0.4,2013,5,0
2015,Nerlens Noel,75,30.8,C,8.1,1.7,1.8,1.9,9.9,0.493,0.0,0.352,4.0,-2.6,2.3,1.0,2014,6,0
2014,Ben McLemore,82,26.7,SG,2.9,1.0,0.5,0.2,8.8,0.485,0.437,0.211,0.8,-2.9,-1.1,-1.1,2013,7,0
